sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,key.rt,block_intro_text.stopped,block_intro_key.stopped,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
R_Head_X_Back,False,2,robot,5,False,False,robot_stimuli\R_Head_X_Back.mp4,10,,,,,,,,,0,741,741,741,,,,,,,,,,,,,5269.7528010999995,5270.8457602,,,,,,,5274.4853975,5274.4853975,5274.4853975,5274.4853975,5274.4853975,5274.4853975,5274.4853975,5274.4853975,None,None,None,,,,,,,,,,,5269.7528010999995,5269.7528010999995,None,,5270.8457602,5270.8457602,n,1.590759700000234,5269.7528010999995,5269.7528010999995,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Y_For,False,2,robot,5,False,False,robot_stimuli\L_Torso_Y_For.mp4,10,,,,,,,,,0,742,742,742,,,,,,,,,,,,,5274.4853975,5275.569612599999,,,,,,,5279.2202148,5279.2202148,5279.2202148,5279.2202148,5279.2202148,5279.2202148,5279.2202148,5279.2202148,None,None,None,,,,,,,,,,,5274.4853975,5274.4853975,None,,5275.569612599999,5275.569612599999,n,1.9378066000005845,5274.4853975,5274.4853975,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Z_Back,False,2,robot,5,False,False,robot_stimuli\L_Torso_Z_Back.mp4,10,,,,,,,,,0,743,743,743,,,,,,,,,,,,,5279.2202148,5280.2971443999995,,,,,,,5283.8120868999995,5283.8120868999995,5283.8120868999995,5283.8120868999995,5283.8120868999995,5283.8120868999995,5283.8120868999995,5283.8120868999995,None,None,None,,,,,,,,,,,5279.2202148,5279.2202148,None,,5280.2971443999995,5280.2971443999995,n,1.5876814999998885,5279.2202148,5279.2202148,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Torso_Y_Back,False,2,robot,5,False,False,robot_stimuli\R_Torso_Y_Back.mp4,10,,,,,,,,,0,744,744,744,,,,,,,,,,,,,5283.8120868999995,5284.901336399999,,,,,,,5288.555529599999,5288.555529599999,5288.555529599999,5288.555529599999,5288.555529599999,5288.555529599999,5288.555529599999,5288.555529599999,None,None,None,,,,,,,,,,,5283.8120868999995,5283.8120868999995,None,,5284.901336399999,5284.901336399999,n,1.8549058000005232,5283.8120868999995,5283.8120868999995,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_Back,False,2,robot,5,False,False,robot_stimuli\L_Base_X_Back.mp4,10,,,,,,,,,0,745,745,745,,,,,,,,,,,,,5288.555529599999,,,,,,,,5293.267019299999,5293.267019299999,5293.267019299999,5293.267019299999,5293.267019299999,5293.267019299999,5293.267019299999,5293.267019299999,None,None,None,,,,,,,,,,,5288.555529599999,5288.555529599999,None,,5289.6493058999995,5289.6493058999995,n,2.210849300001172,5288.555529599999,5288.555529599999,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Torso_X_Back,False,2,robot,5,False,False,robot_stimuli\R_Torso_X_Back.mp4,10,,,,,,,,,0,746,746,746,,,,,,,,,,,,,5293.267019299999,5294.3492283,,,,,,,5297.9995202,5297.9995202,5297.9995202,5297.9995202,5297.9995202,5297.9995202,5297.9995202,5297.9995202,None,None,None,,,,,,,,,,,5293.267019299999,5293.267019299999,None,,5294.3492283,5294.3492283,n,2.5104239999998015,5293.267019299999,5293.267019299999,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_For,False,2,robot,5,False,False,robot_stimuli\R_Arm_Z_For.mp4,10,,,,,,,,,0,747,747,747,,,,,,,,,,,,,5297.9995202,5299.081611199999,,,,,,,5302.710599399999,5302.710599399999,5302.710599399999,5302.710599399999,5302.710599399999,5302.710599399999,5302.710599399999,5302.710599399999,None,None,None,,,,,,,,,,,5297.9995202,5297.9995202,None,,5299.081611199999,5299.081611199999,n,1.898589600000122,5297.9995202,5297.9995202,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_For,False,2,robot,5,False,False,robot_stimuli\R_Arm_Z_For.mp4,10,,,,,,,,,0,748,748,748,,,,,,,,,,,,,5302.710599399999,5303.7953508,,,,,,,5307.433443399999,5307.433443399999,5307.433443399999,5307.433443399999,5307.433443399999,5307.433443399999,5307.433443399999,5307.433443399999,None,None,None,,,,,,,,,,,5302.710599399999,5302.710599399999,None,,5303.7953508,5303.7953508,n,1.8408890000007148,5302.710599399999,5302.710599399999,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_For,True,2,robot,5,False,True,robot_stimuli\R_Arm_Z_For.mp4,10,,,,,,,,,0,749,749,749,,,,,,,,,,,,,5307.433443399999,5308.5124551,,,,,,,5312.184633,5321.2713979,5312.184633,5321.2713979,5312.184633,5321.2713979,5312.184633,5321.2713979,39.876543209876544,6.5829672999998365,space,,,,9.026930800000372,,,,,,,5307.433443399999,5307.433443399999,None,,5308.5124551,5308.5124551,c,2.090721300000695,5307.433443399999,5307.433443399999,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R,False,1,letter,6,True,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,750,750,750,,,,,,,,,,,,,5324.0536476,5325.1087189,,,,,,,5327.3397477,5327.3397477,5327.3397477,5327.3397477,5327.3397477,5327.3397477,5327.3397477,5327.3397477,None,None,None,,,,,,,,,,,5321.2713979,5321.2713979,space,2.764578700000783,,5325.1087189,None,,,,5325.1087189,5327.3397477,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
Q,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,751,751,751,,,,,,,,,,,,,5327.3397477,,,,,,,,5330.637,5330.637,5330.637,5330.637,5330.637,5330.637,5330.637,5330.637,None,None,None,,,,,,,,,,,5327.3397477,5327.3397477,None,,,5328.4069012,n,0.6937529000003622,5327.3397477,5327.3397477,5328.4069012,5330.637,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
Q,True,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,752,752,752,,,,,,,,,,,,,5330.637,5331.6910785,,,,,,,5333.7219231,5333.7219231,5333.7219231,5333.7219231,5333.7219231,5333.7219231,5333.7219231,5333.7219231,None,None,None,,,,,,,,,,,5330.637,5330.637,None,,,5331.6910785,c,0.6330942000001585,5330.637,5330.637,5331.6910785,5333.7219231,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
G,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,753,753,753,,,,,,,,,,,,,5333.7219231,,,,,,,,5337.0160958999995,5337.0160958999995,5337.0160958999995,5337.0160958999995,5337.0160958999995,5337.0160958999995,5337.0160958999995,5337.0160958999995,None,None,None,,,,,,,,,,,5333.7219231,5333.7219231,None,,,5334.7902162,n,0.6940145000005202,5333.7219231,5333.7219231,5334.7902162,5337.0160958999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
G,True,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,754,754,754,,,,,,,,,,,,,5337.0160958999995,5338.0730194,,,,,,,5340.3047037999995,5340.3047037999995,5340.3047037999995,5340.3047037999995,5340.3047037999995,5340.3047037999995,5340.3047037999995,5340.3047037999995,None,None,None,,,,,,,,,,,5337.0160958999995,5337.0160958999995,None,,,5338.0730194,c,0.7074233000000447,5337.0160958999995,5337.0160958999995,5338.0730194,5340.3047037999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
Z,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,755,755,755,,,,,,,,,,,,,5340.3047037999995,5341.3573348,,,,,,,5343.5895107999995,5343.5895107999995,5343.5895107999995,5343.5895107999995,5343.5895107999995,5343.5895107999995,5343.5895107999995,5343.5895107999995,None,None,None,,,,,,,,,,,5340.3047037999995,5340.3047037999995,None,,,5341.3573348,n,0.5978652000000864,5340.3047037999995,5340.3047037999995,5341.3573348,5343.5895107999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
K,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,756,756,756,,,,,,,,,,,,,5343.5895107999995,,,,,,,,5346.890997699999,5346.890997699999,5346.890997699999,5346.890997699999,5346.890997699999,5346.890997699999,5346.890997699999,5346.890997699999,None,None,None,,,,,,,,,,,5343.5895107999995,5343.5895107999995,None,,,5344.6571564,n,0.45133890000099086,5343.5895107999995,5343.5895107999995,5344.6571564,5346.890997699999,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
D,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,757,757,757,,,,,,,,,,,,,5346.890997699999,5347.9570044,,,,,,,5350.1829907,5350.1829907,5350.1829907,5350.1829907,5350.1829907,5350.1829907,5350.1829907,5350.1829907,None,None,None,,,,,,,,,,,5346.890997699999,5346.890997699999,None,,,5347.9570044,n,0.7826312000003952,5346.890997699999,5346.890997699999,5347.9570044,5350.1829907,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,758,758,758,,,,,,,,,,,,,5350.1829907,5351.2413654,,,,,,,5353.2774868999995,5353.2774868999995,5353.2774868999995,5353.2774868999995,5353.2774868999995,5353.2774868999995,5353.2774868999995,5353.2774868999995,None,None,None,,,,,,,,,,,5350.1829907,5350.1829907,None,,,5351.2413654,n,0.4425248000004274,5350.1829907,5350.1829907,5351.2413654,5353.2774868999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
C,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,759,759,759,,,,,,,,,,,,,5353.2774868999995,5354.340733,,,,,,,5356.573069,5356.573069,5356.573069,5356.573069,5356.573069,5356.573069,5356.573069,5356.573069,None,None,None,,,,,,,,,,,5353.2774868999995,5353.2774868999995,None,,,5354.340733,n,0.4951819000004605,5353.2774868999995,5353.2774868999995,5354.340733,5356.573069,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
D,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,760,760,760,,,,,,,,,,,,,5356.573069,,,,,,,,5359.670305,5359.670305,5359.670305,5359.670305,5359.670305,5359.670305,5359.670305,5359.670305,None,None,None,,,,,,,,,,,5356.573069,5356.573069,None,,,5357.6415781,n,0.5779620000009515,5356.573069,5356.573069,5357.6415781,5359.670305,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
V,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,761,761,761,,,,,,,,,,,,,5359.670305,5360.7265098,,,,,,,5362.7498289,5362.7498289,5362.7498289,5362.7498289,5362.7498289,5362.7498289,5362.7498289,5362.7498289,None,None,None,,,,,,,,,,,5359.670305,5359.670305,None,,,5360.7265098,n,0.40592970000008677,5359.670305,5359.670305,5360.7265098,5362.7498289,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
P,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,762,762,762,,,,,,,,,,,,,5362.7498289,5363.8081925999995,,,,,,,5365.8378938,5365.8378938,5365.8378938,5365.8378938,5365.8378938,5365.8378938,5365.8378938,5365.8378938,None,None,None,,,,,,,,,,,5362.7498289,5362.7498289,None,,,5363.8081925999995,n,0.43618010000020035,5362.7498289,5362.7498289,5363.8081925999995,5365.8378938,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
W,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,763,763,763,,,,,,,,,,,,,5365.8378938,5366.8904518,,,,,,,5369.117228499999,5369.117228499999,5369.117228499999,5369.117228499999,5369.117228499999,5369.117228499999,5369.117228499999,5369.117228499999,None,None,None,,,,,,,,,,,5365.8378938,5365.8378938,None,,,5366.8904518,n,0.4899929000000327,5365.8378938,5365.8378938,5366.8904518,5369.117228499999,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
P,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,764,764,764,,,,,,,,,,,,,5369.117228499999,5370.1743472,,,,,,,5372.202587299999,5372.202587299999,5372.202587299999,5372.202587299999,5372.202587299999,5372.202587299999,5372.202587299999,5372.202587299999,None,None,None,,,,,,,,,,,5369.117228499999,5369.117228499999,None,,,5370.1743472,c,0.7341467000003092,5369.117228499999,5369.117228499999,5370.1743472,5372.202587299999,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
P,True,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,765,765,765,,,,,,,,,,,,,5372.202587299999,5373.2554021999995,,,,,,,5375.2861843,5375.2861843,5375.2861843,5375.2861843,5375.2861843,5375.2861843,5375.2861843,5375.2861843,None,None,None,,,,,,,,,,,5372.202587299999,5372.202587299999,None,,,5373.2554021999995,c,0.5808264000004044,5372.202587299999,5372.202587299999,5373.2554021999995,5375.2861843,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
J,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,766,766,766,,,,,,,,,,,,,5375.2861843,5376.3409138,,,,,,,5378.3764683,5378.3764683,5378.3764683,5378.3764683,5378.3764683,5378.3764683,5378.3764683,5378.3764683,None,None,None,,,,,,,,,,,5375.2861843,5375.2861843,None,,,5376.3409138,n,0.47153270000100633,5375.2861843,5375.2861843,5376.3409138,5378.3764683,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
J,True,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,767,767,767,,,,,,,,,,,,,5378.3764683,5379.4388124,,,,,,,5381.6680332999995,5381.6680332999995,5381.6680332999995,5381.6680332999995,5381.6680332999995,5381.6680332999995,5381.6680332999995,5381.6680332999995,None,None,None,,,,,,,,,,,5378.3764683,5378.3764683,None,,,5379.4388124,c,0.565561400000405,5378.3764683,5378.3764683,5379.4388124,5381.6680332999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
V,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,768,768,768,,,,,,,,,,,,,5381.6680332999995,5382.7253046,,,,,,,5384.7502457,5384.7502457,5384.7502457,5384.7502457,5384.7502457,5384.7502457,5384.7502457,5384.7502457,None,None,None,,,,,,,,,,,5381.6680332999995,5381.6680332999995,None,,,5382.7253046,n,0.48628830000026824,5381.6680332999995,5381.6680332999995,5382.7253046,5384.7502457,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
Q,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,769,769,769,,,,,,,,,,,,,5384.7502457,5385.8073177,,,,,,,5387.8319513999995,5387.8319513999995,5387.8319513999995,5387.8319513999995,5387.8319513999995,5387.8319513999995,5387.8319513999995,5387.8319513999995,None,None,None,,,,,,,,,,,5384.7502457,5384.7502457,None,,,5385.8073177,n,0.6049788000006799,5384.7502457,5384.7502457,5385.8073177,5387.8319513999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,770,770,770,,,,,,,,,,,,,5387.8319513999995,5388.891226299999,,,,,,,5391.1180767,5391.1180767,5391.1180767,5391.1180767,5391.1180767,5391.1180767,5391.1180767,5391.1180767,None,None,None,,,,,,,,,,,5387.8319513999995,5387.8319513999995,None,,,5388.891226299999,n,0.55318440000039,5387.8319513999995,5387.8319513999995,5388.891226299999,5391.1180767,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
W,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,771,771,771,,,,,,,,,,,,,5391.1180767,5392.1740006,,,,,,,5394.4011153,5394.4011153,5394.4011153,5394.4011153,5394.4011153,5394.4011153,5394.4011153,5394.4011153,None,None,None,,,,,,,,,,,5391.1180767,5391.1180767,None,,,5392.1740006,n,0.40620730000020444,5391.1180767,5391.1180767,5392.1740006,5394.4011153,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
T,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,772,772,772,,,,,,,,,,,,,5394.4011153,5395.4582205,,,,,,,5397.684917099999,5397.684917099999,5397.684917099999,5397.684917099999,5397.684917099999,5397.684917099999,5397.684917099999,5397.684917099999,None,None,None,,,,,,,,,,,5394.4011153,5394.4011153,None,,,5395.4582205,n,0.4009921000003658,5394.4011153,5394.4011153,5395.4582205,5397.684917099999,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
P,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,773,773,773,,,,,,,,,,,,,5397.684917099999,5398.7405481999995,,,,,,,5400.969837799999,5400.969837799999,5400.969837799999,5400.969837799999,5400.969837799999,5400.969837799999,5400.969837799999,5400.969837799999,None,None,None,,,,,,,,,,,5397.684917099999,5397.684917099999,None,,,5398.7405481999995,n,0.678625700000083,5397.684917099999,5397.684917099999,5398.7405481999995,5400.969837799999,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,774,774,774,,,,,,,,,,,,,5400.969837799999,5402.0298582,,,,,,,5404.0624731,5404.0624731,5404.0624731,5404.0624731,5404.0624731,5404.0624731,5404.0624731,5404.0624731,None,None,None,,,,,,,,,,,5400.969837799999,5400.969837799999,None,,,5402.0298582,n,0.5734269000001575,5400.969837799999,5400.969837799999,5402.0298582,5404.0624731,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
D,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,775,775,775,,,,,,,,,,,,,5404.0624731,5405.1240032,,,,,,,5407.3481155,5407.3481155,5407.3481155,5407.3481155,5407.3481155,5407.3481155,5407.3481155,5407.3481155,None,None,None,,,,,,,,,,,5404.0624731,5404.0624731,None,,,5405.1240032,n,0.3602727000004222,5404.0624731,5404.0624731,5405.1240032,5407.3481155,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
D,True,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,776,776,776,,,,,,,,,,,,,5407.3481155,5408.406789799999,,,,,,,5410.6407135,5410.6407135,5410.6407135,5410.6407135,5410.6407135,5410.6407135,5410.6407135,5410.6407135,None,None,None,,,,,,,,,,,5407.3481155,5407.3481155,None,,,5408.406789799999,c,0.5176149000005523,5407.3481155,5407.3481155,5408.406789799999,5410.6407135,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
C,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,777,777,777,,,,,,,,,,,,,5410.6407135,,,,,,,,5413.7484543,5413.7484543,5413.7484543,5413.7484543,5413.7484543,5413.7484543,5413.7484543,5413.7484543,None,None,None,,,,,,,,,,,5410.6407135,5410.6407135,None,,,5411.714042,n,0.42504160000109437,5410.6407135,5410.6407135,5411.714042,5413.7484543,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
C,True,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,778,778,778,,,,,,,,,,,,,5413.7484543,5414.8062364,,,,,,,5417.0394922,5417.0394922,5417.0394922,5417.0394922,5417.0394922,5417.0394922,5417.0394922,5417.0394922,None,None,None,,,,,,,,,,,5413.7484543,5413.7484543,None,,,5414.8062364,c,0.5582004000004588,5413.7484543,5413.7484543,5414.8062364,5417.0394922,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
C,True,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,779,779,779,,,,,,,,,,,,,5417.0394922,,,,,,,,5420.3311305,5420.3311305,5420.3311305,5420.3311305,5420.3311305,5420.3311305,5420.3311305,5420.3311305,None,None,None,,,,,,,,,,,5417.0394922,5417.0394922,None,,,5418.1060909,c,0.39455570000038165,5417.0394922,5417.0394922,5418.1060909,5420.3311305,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
M,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,780,780,780,,,,,,,,,,,,,5420.3311305,5421.3923358,,,,,,,5423.4203738999995,5423.4203738999995,5423.4203738999995,5423.4203738999995,5423.4203738999995,5423.4203738999995,5423.4203738999995,5423.4203738999995,None,None,None,,,,,,,,,,,5420.3311305,5420.3311305,None,,,5421.3923358,n,0.49186439999968457,5420.3311305,5420.3311305,5421.3923358,5423.4203738999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
N,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,781,781,781,,,,,,,,,,,,,5423.4203738999995,5424.4737847999995,,,,,,,5426.704999199999,5426.704999199999,5426.704999199999,5426.704999199999,5426.704999199999,5426.704999199999,5426.704999199999,5426.704999199999,None,None,None,,,,,,,,,,,5423.4203738999995,5423.4203738999995,None,,,5424.4737847999995,n,0.4988851000004786,5423.4203738999995,5423.4203738999995,5424.4737847999995,5426.704999199999,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
Z,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,782,782,782,,,,,,,,,,,,,5426.704999199999,,,,,,,,5430.0101669999995,5430.0101669999995,5430.0101669999995,5430.0101669999995,5430.0101669999995,5430.0101669999995,5430.0101669999995,5430.0101669999995,None,None,None,,,,,,,,,,,5426.704999199999,5426.704999199999,None,,,5427.7741225,n,0.4700296000007427,5426.704999199999,5426.704999199999,5427.7741225,5430.0101669999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
F,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,783,783,783,,,,,,,,,,,,,5430.0101669999995,5431.085316,,,,,,,5433.1158295,5433.1158295,5433.1158295,5433.1158295,5433.1158295,5433.1158295,5433.1158295,5433.1158295,None,None,None,,,,,,,,,,,5430.0101669999995,5430.0101669999995,None,,,5431.085316,n,0.4548737000002063,5430.0101669999995,5430.0101669999995,5431.085316,5433.1158295,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
S,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,784,784,784,,,,,,,,,,,,,5433.1158295,5434.1748769999995,,,,,,,5436.4018209999995,5436.4018209999995,5436.4018209999995,5436.4018209999995,5436.4018209999995,5436.4018209999995,5436.4018209999995,5436.4018209999995,None,None,None,,,,,,,,,,,5433.1158295,5433.1158295,None,,,5434.1748769999995,n,0.3802685000007102,5433.1158295,5433.1158295,5434.1748769999995,5436.4018209999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
S,True,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,785,785,785,,,,,,,,,,,,,5436.4018209999995,5437.4708696,,,,,,,5439.5010188999995,5439.5010188999995,5439.5010188999995,5439.5010188999995,5439.5010188999995,5439.5010188999995,5439.5010188999995,5439.5010188999995,None,None,None,,,,,,,,,,,5436.4018209999995,5436.4018209999995,None,,,5437.4708696,c,0.6527426000008916,5436.4018209999995,5436.4018209999995,5437.4708696,5439.5010188999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
Q,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,786,786,786,,,,,,,,,,,,,5439.5010188999995,5440.5585334,,,,,,,5442.5825231,5442.5825231,5442.5825231,5442.5825231,5442.5825231,5442.5825231,5442.5825231,5442.5825231,None,None,None,,,,,,,,,,,5439.5010188999995,5439.5010188999995,None,,,5440.5585334,n,0.461148900000552,5439.5010188999995,5439.5010188999995,5440.5585334,5442.5825231,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
W,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,787,787,787,,,,,,,,,,,,,5442.5825231,5443.641033,,,,,,,5445.8739448999995,5445.8739448999995,5445.8739448999995,5445.8739448999995,5445.8739448999995,5445.8739448999995,5445.8739448999995,5445.8739448999995,None,None,None,,,,,,,,,,,5442.5825231,5442.5825231,None,,,5443.641033,n,0.41958170000063433,5442.5825231,5442.5825231,5443.641033,5445.8739448999995,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
S,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,788,788,788,,,,,,,,,,,,,5445.8739448999995,,,,,,,,5449.1670771,5449.1670771,5449.1670771,5449.1670771,5449.1670771,5449.1670771,5449.1670771,5449.1670771,None,None,None,,,,,,,,,,,5445.8739448999995,5445.8739448999995,None,,,5446.9416321,n,0.3984342999999342,5445.8739448999995,5445.8739448999995,5446.9416321,5449.1670771,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
W,False,1,letter,6,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,789,789,789,,,,,,,,,,,,,5449.1670771,5450.2246565,,,,,,,5452.454869499999,5452.454869499999,5452.454869499999,5452.454869499999,5452.454869499999,5452.454869499999,5452.454869499999,5452.454869499999,None,None,None,,,,,,,,,,,5449.1670771,5449.1670771,None,,,5450.2246565,n,1.0823614000007353,5449.1670771,5449.1670771,5450.2246565,5452.454869499999,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
