sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 80
L_Arm_Y_For,False,2.0,robot,6.0,False,False,robot_stimuli\L_Arm_Y_For.mp4,12.0,,,,,,,,,0.0,763.0,763.0,763.0,,,,,,,,,,,,,1351.5070944,1352.5888659999982,,,,,,,1356.238180299999,1356.238180299999,1356.238180299999,1356.238180299999,1356.238180299999,1356.238180299999,1356.238180299999,1356.238180299999,None,None,None,,,,,,,,,,,1351.5070944,1351.5070944,None,,,1352.5888659999982,,n,1351.5070944,1351.5070944,1.745934099999431,1352.5888659999982,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Z_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Arm_Z_Back.mp4,12.0,,,,,,,,,0.0,764.0,764.0,764.0,,,,,,,,,,,,,1356.238180299999,1357.3208761999997,,,,,,,1360.950848600001,1360.950848600001,1360.950848600001,1360.950848600001,1360.950848600001,1360.950848600001,1360.950848600001,1360.950848600001,None,None,None,,,,,,,,,,,1356.238180299999,1356.238180299999,None,,,1357.3208761999997,,n,1356.238180299999,1356.238180299999,1.0208601000013005,1357.3208761999997,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_For,False,2.0,robot,6.0,False,False,robot_stimuli\L_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,765.0,765.0,765.0,,,,,,,,,,,,,1360.950848600001,1362.0365227000002,,,,,,,1365.6755470999997,1365.6755470999997,1365.6755470999997,1365.6755470999997,1365.6755470999997,1365.6755470999997,1365.6755470999997,1365.6755470999997,None,None,None,,,,,,,,,,,1360.950848600001,1360.950848600001,None,,,1362.0365227000002,,n,1360.950848600001,1360.950848600001,0.888879399997677,1362.0365227000002,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Y_For,False,2.0,robot,6.0,False,False,robot_stimuli\R_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,766.0,766.0,766.0,,,,,,,,,,,,,1365.6755470999997,1366.7532218000017,,,,,,,1370.3845403999983,1370.3845403999983,1370.3845403999983,1370.3845403999983,1370.3845403999983,1370.3845403999983,1370.3845403999983,1370.3845403999983,None,None,None,,,,,,,,,,,1365.6755470999997,1365.6755470999997,None,,,1366.7532218000017,,n,1365.6755470999997,1365.6755470999997,0.9086711000018112,1366.7532218000017,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_X_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Head_X_Back.mp4,12.0,,,,,,,,,0.0,767.0,767.0,767.0,,,,,,,,,,,,,1370.3845403999983,1371.4709815999995,,,,,,,1375.1217107999985,1375.1217107999985,1375.1217107999985,1375.1217107999985,1375.1217107999985,1375.1217107999985,1375.1217107999985,1375.1217107999985,None,None,None,,,,,,,,,,,1370.3845403999983,1370.3845403999983,None,,,1371.4709815999995,,n,1370.3845403999983,1370.3845403999983,0.9192636000007042,1371.4709815999995,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_For,False,2.0,robot,6.0,False,False,robot_stimuli\L_Head_Z_For.mp4,12.0,,,,,,,,,0.0,768.0,768.0,768.0,,,,,,,,,,,,,1375.1217107999985,1376.2041322000005,,,,,,,1379.855386700001,1379.855386700001,1379.855386700001,1379.855386700001,1379.855386700001,1379.855386700001,1379.855386700001,1379.855386700001,None,None,None,,,,,,,,,,,1375.1217107999985,1375.1217107999985,None,,,1376.2041322000005,,n,1375.1217107999985,1375.1217107999985,0.8976445000007516,1376.2041322000005,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Y_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Base_Y_Back.mp4,12.0,,,,,,,,,0.0,769.0,769.0,769.0,,,,,,,,,,,,,1379.855386700001,1380.937447199998,,,,,,,1384.509950399999,1384.509950399999,1384.509950399999,1384.509950399999,1384.509950399999,1384.509950399999,1384.509950399999,1384.509950399999,None,None,None,,,,,,,,,,,1379.855386700001,1379.855386700001,None,,,1380.937447199998,,n,1379.855386700001,1379.855386700001,1.196324699998513,1380.937447199998,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_For,True,2.0,robot,6.0,False,False,robot_stimuli\L_Head_Z_For.mp4,12.0,,,,,,,,,0.0,770.0,770.0,770.0,,,,,,,,,,,,,1384.509950399999,1385.5864727000007,,,,,,,1389.225632900001,1389.225632900001,1389.225632900001,1389.225632900001,1389.225632900001,1389.225632900001,1389.225632900001,1389.225632900001,None,None,None,,,,,,,,,,,1384.509950399999,1384.509950399999,None,,,1385.5864727000007,,c,1384.509950399999,1384.509950399999,1.8586904000003408,1385.5864727000007,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Y_Back,True,2.0,robot,6.0,False,False,robot_stimuli\L_Base_Y_Back.mp4,12.0,,,,,,,,,0.0,771.0,771.0,771.0,,,,,,,,,,,,,1389.225632900001,1390.3032234999991,,,,,,,1393.8750569000003,1393.8750569000003,1393.8750569000003,1393.8750569000003,1393.8750569000003,1393.8750569000003,1393.8750569000003,1393.8750569000003,None,None,None,,,,,,,,,,,1389.225632900001,1389.225632900001,None,,,1390.3032234999991,,c,1389.225632900001,1389.225632900001,1.9107500999998592,1390.3032234999991,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Y_For,False,2.0,robot,6.0,False,False,robot_stimuli\L_Base_Y_For.mp4,12.0,,,,,,,,,0.0,772.0,772.0,772.0,,,,,,,,,,,,,1393.8750569000003,1394.953853799998,,,,,,,1398.503731599998,1398.503731599998,1398.503731599998,1398.503731599998,1398.503731599998,1398.503731599998,1398.503731599998,1398.503731599998,None,None,None,,,,,,,,,,,1393.8750569000003,1393.8750569000003,None,,,1394.953853799998,,n,1393.8750569000003,1393.8750569000003,1.691416300000128,1394.953853799998,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_Y_Back,False,2.0,robot,6.0,False,False,robot_stimuli\R_Base_Y_Back.mp4,12.0,,,,,,,,,0.0,773.0,773.0,773.0,,,,,,,,,,,,,1398.503731599998,1399.5881265999997,,,,,,,1403.2382951,1403.2382951,1403.2382951,1403.2382951,1403.2382951,1403.2382951,1403.2382951,1403.2382951,None,None,None,,,,,,,,,,,1398.503731599998,1398.503731599998,None,,,1399.5881265999997,,n,1398.503731599998,1398.503731599998,0.936854100000346,1399.5881265999997,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Y_For,True,2.0,robot,6.0,False,False,robot_stimuli\L_Base_Y_For.mp4,12.0,,,,,,,,,0.0,774.0,774.0,774.0,,,,,,,,,,,,,1403.2382951,1404.321361800001,,,,,,,1407.8499094,1407.8499094,1407.8499094,1407.8499094,1407.8499094,1407.8499094,1407.8499094,1407.8499094,None,None,None,,,,,,,,,,,1403.2382951,1403.2382951,None,,,1404.321361800001,,c,1403.2382951,1403.2382951,1.843569900000148,1404.321361800001,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_Y_Back,True,2.0,robot,6.0,False,False,robot_stimuli\R_Base_Y_Back.mp4,12.0,,,,,,,,,0.0,775.0,775.0,775.0,,,,,,,,,,,,,1407.8499094,1408.9427016000009,,,,,,,1412.5906437000012,1412.5906437000012,1412.5906437000012,1412.5906437000012,1412.5906437000012,1412.5906437000012,1412.5906437000012,1412.5906437000012,None,None,None,,,,,,,,,,,1407.8499094,1407.8499094,None,,,1408.9427016000009,,c,1407.8499094,1407.8499094,1.6795315999988816,1408.9427016000009,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Y_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Head_Y_Back.mp4,12.0,,,,,,,,,0.0,776.0,776.0,776.0,,,,,,,,,,,,,1412.5906437000012,1413.671327,,,,,,,1417.3194236999989,1417.3194236999989,1417.3194236999989,1417.3194236999989,1417.3194236999989,1417.3194236999989,1417.3194236999989,1417.3194236999989,None,None,None,,,,,,,,,,,1412.5906437000012,1412.5906437000012,None,,,1413.671327,,n,1412.5906437000012,1412.5906437000012,1.6627307000017026,1413.671327,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Z_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Arm_Z_Back.mp4,12.0,,,,,,,,,0.0,777.0,777.0,777.0,,,,,,,,,,,,,1417.3194236999989,1418.4052376,,,,,,,1422.0553318999991,1422.0553318999991,1422.0553318999991,1422.0553318999991,1422.0553318999991,1422.0553318999991,1422.0553318999991,1422.0553318999991,None,None,None,,,,,,,,,,,1417.3194236999989,1417.3194236999989,None,,,1418.4052376,,n,1417.3194236999989,1417.3194236999989,1.8404383999986749,1418.4052376,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Y_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Base_Y_Back.mp4,12.0,,,,,,,,,0.0,778.0,778.0,778.0,,,,,,,,,,,,,1422.0553318999991,1423.1360706000014,,,,,,,1426.7004460999997,1426.7004460999997,1426.7004460999997,1426.7004460999997,1426.7004460999997,1426.7004460999997,1426.7004460999997,1426.7004460999997,None,None,None,,,,,,,,,,,1422.0553318999991,1422.0553318999991,None,,,1423.1360706000014,,n,1422.0553318999991,1422.0553318999991,2.422379999999976,1423.1360706000014,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Z_Back,True,2.0,robot,6.0,False,False,robot_stimuli\L_Arm_Z_Back.mp4,12.0,,,,,,,,,0.0,779.0,779.0,779.0,,,,,,,,,,,,,1426.7004460999997,1427.787726999999,,,,,,,1431.4388835999998,1431.4388835999998,1431.4388835999998,1431.4388835999998,1431.4388835999998,1431.4388835999998,1431.4388835999998,1431.4388835999998,None,None,None,,,,,,,,,,,1426.7004460999997,1426.7004460999997,None,,,1427.787726999999,,c,1426.7004460999997,1426.7004460999997,2.7306256999982,1427.787726999999,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Y_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Arm_Y_Back.mp4,12.0,,,,,,,,,0.0,780.0,780.0,780.0,,,,,,,,,,,,,1431.4388835999998,1432.5223719999997,,,,,,,1436.173248799998,1436.173248799998,1436.173248799998,1436.173248799998,1436.173248799998,1436.173248799998,1436.173248799998,1436.173248799998,None,None,None,,,,,,,,,,,1431.4388835999998,1431.4388835999998,None,,,1432.5223719999997,,n,1431.4388835999998,1431.4388835999998,1.7866272999963255,1432.5223719999997,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_X_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Torso_X_Back.mp4,12.0,,,,,,,,,0.0,781.0,781.0,781.0,,,,,,,,,,,,,1436.173248799998,1437.2522487999995,,,,,,,1440.8924507999982,1440.8924507999982,1440.8924507999982,1440.8924507999982,1440.8924507999982,1440.8924507999982,1440.8924507999982,1440.8924507999982,None,None,None,,,,,,,,,,,1436.173248799998,1436.173248799998,None,,,1437.2522487999995,,n,1436.173248799998,1436.173248799998,2.281625499999791,1437.2522487999995,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Y_Back,True,2.0,robot,6.0,False,False,robot_stimuli\L_Arm_Y_Back.mp4,12.0,,,,,,,,,0.0,782.0,782.0,782.0,,,,,,,,,,,,,1440.8924507999982,1441.971421899998,,,,,,,1445.6244712000007,1445.6244712000007,1445.6244712000007,1445.6244712000007,1445.6244712000007,1445.6244712000007,1445.6244712000007,1445.6244712000007,None,None,None,,,,,,,,,,,1440.8924507999982,1440.8924507999982,None,,,1441.971421899998,,n,1440.8924507999982,1440.8924507999982,2.6983565999980783,1441.971421899998,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Z_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Torso_Z_Back.mp4,12.0,,,,,,,,,0.0,783.0,783.0,783.0,,,,,,,,,,,,,1445.6244712000007,1446.7042804000012,,,,,,,1450.2204187999996,1450.2204187999996,1450.2204187999996,1450.2204187999996,1450.2204187999996,1450.2204187999996,1450.2204187999996,1450.2204187999996,None,None,None,,,,,,,,,,,1445.6244712000007,1445.6244712000007,None,,,1446.7042804000012,,n,1445.6244712000007,1445.6244712000007,2.102228699997795,1446.7042804000012,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_Z_For,False,2.0,robot,6.0,False,False,robot_stimuli\R_Arm_Z_For.mp4,12.0,,,,,,,,,0.0,784.0,784.0,784.0,,,,,,,,,,,,,1450.2204187999996,1451.3037689000012,,,,,,,1454.942792599999,1454.942792599999,1454.942792599999,1454.942792599999,1454.942792599999,1454.942792599999,1454.942792599999,1454.942792599999,None,None,None,,,,,,,,,,,1450.2204187999996,1450.2204187999996,None,,,1451.3037689000012,,n,1450.2204187999996,1450.2204187999996,1.374263499998051,1451.3037689000012,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Z_Back,True,2.0,robot,6.0,False,False,robot_stimuli\L_Torso_Z_Back.mp4,12.0,,,,,,,,,0.0,785.0,785.0,785.0,,,,,,,,,,,,,1454.942792599999,1456.0233430000008,,,,,,,1459.5400491,1459.5400491,1459.5400491,1459.5400491,1459.5400491,1459.5400491,1459.5400491,1459.5400491,None,None,None,,,,,,,,,,,1454.942792599999,1454.942792599999,None,,,1456.0233430000008,,c,1454.942792599999,1454.942792599999,1.5669046000002709,1456.0233430000008,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_X_For,False,2.0,robot,6.0,False,False,robot_stimuli\R_Base_X_For.mp4,12.0,,,,,,,,,0.0,786.0,786.0,786.0,,,,,,,,,,,,,1459.5400491,1460.6212202999995,,,,,,,1464.1716860999986,1464.1716860999986,1464.1716860999986,1464.1716860999986,1464.1716860999986,1464.1716860999986,1464.1716860999986,1464.1716860999986,None,None,None,,,,,,,,,,,1459.5400491,1459.5400491,None,,,1460.6212202999995,,n,1459.5400491,1459.5400491,1.1375294999998005,1460.6212202999995,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Z_Back,True,2.0,robot,6.0,False,False,robot_stimuli\L_Torso_Z_Back.mp4,12.0,,,,,,,,,0.0,787.0,787.0,787.0,,,,,,,,,,,,,1464.1716860999986,1465.2558054,,,,,,,1468.773040699998,1468.773040699998,1468.773040699998,1468.773040699998,1468.773040699998,1468.773040699998,1468.773040699998,1468.773040699998,None,None,None,,,,,,,,,,,1464.1716860999986,1464.1716860999986,None,,,1465.2558054,,c,1464.1716860999986,1464.1716860999986,1.7095993000002636,1465.2558054,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Y_For,False,2.0,robot,6.0,False,False,robot_stimuli\L_Head_Y_For.mp4,12.0,,,,,,,,,0.0,788.0,788.0,788.0,,,,,,,,,,,,,1468.773040699998,1469.8553213999985,,,,,,,1473.5045280000013,1473.5045280000013,1473.5045280000013,1473.5045280000013,1473.5045280000013,1473.5045280000013,1473.5045280000013,1473.5045280000013,None,None,None,,,,,,,,,,,1468.773040699998,1468.773040699998,None,,,1469.8553213999985,,n,1468.773040699998,1468.773040699998,0.8477294000003894,1469.8553213999985,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_X_For,False,2.0,robot,6.0,False,False,robot_stimuli\R_Arm_X_For.mp4,12.0,,,,,,,,,0.0,789.0,789.0,789.0,,,,,,,,,,,,,1473.5045280000013,1474.5871210000005,,,,,,,1478.237040699998,1478.237040699998,1478.237040699998,1478.237040699998,1478.237040699998,1478.237040699998,1478.237040699998,1478.237040699998,None,None,None,,,,,,,,,,,1473.5045280000013,1473.5045280000013,None,,,1474.5871210000005,,n,1473.5045280000013,1473.5045280000013,0.9626268000029086,1474.5871210000005,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Head_Z_Back.mp4,12.0,,,,,,,,,0.0,790.0,790.0,790.0,,,,,,,,,,,,,1478.237040699998,1479.3219434999992,,,,,,,1482.9718875,1482.9718875,1482.9718875,1482.9718875,1482.9718875,1482.9718875,1482.9718875,1482.9718875,None,None,None,,,,,,,,,,,1478.237040699998,1478.237040699998,None,,,1479.3219434999992,,n,1478.237040699998,1478.237040699998,2.4196426999988034,1479.3219434999992,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_Y_Back,False,2.0,robot,6.0,False,False,robot_stimuli\R_Arm_Y_Back.mp4,12.0,,,,,,,,,0.0,791.0,791.0,791.0,,,,,,,,,,,,,1482.9718875,1484.0543402000003,,,,,,,1487.705418900001,1487.705418900001,1487.705418900001,1487.705418900001,1487.705418900001,1487.705418900001,1487.705418900001,1487.705418900001,None,None,None,,,,,,,,,,,1482.9718875,1482.9718875,None,,,1484.0543402000003,,c,1482.9718875,1482.9718875,2.263999099999637,1484.0543402000003,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Z_Back,False,2.0,robot,6.0,False,False,robot_stimuli\R_Torso_Z_Back.mp4,12.0,,,,,,,,,0.0,792.0,792.0,792.0,,,,,,,,,,,,,1487.705418900001,1488.7875754999986,,,,,,,1492.4176402999983,1492.4176402999983,1492.4176402999983,1492.4176402999983,1492.4176402999983,1492.4176402999983,1492.4176402999983,1492.4176402999983,None,None,None,,,,,,,,,,,1487.705418900001,1487.705418900001,None,,,1488.7875754999986,,n,1487.705418900001,1487.705418900001,1.1061440000012226,1488.7875754999986,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_Y_Back,True,2.0,robot,6.0,False,False,robot_stimuli\R_Arm_Y_Back.mp4,12.0,,,,,,,,,0.0,793.0,793.0,793.0,,,,,,,,,,,,,1492.4176402999983,1493.5048884999997,,,,,,,1497.1559254999993,1497.1559254999993,1497.1559254999993,1497.1559254999993,1497.1559254999993,1497.1559254999993,1497.1559254999993,1497.1559254999993,None,None,None,,,,,,,,,,,1492.4176402999983,1492.4176402999983,None,,,1493.5048884999997,,c,1492.4176402999983,1492.4176402999983,2.2443339999990712,1493.5048884999997,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Y_Back,False,2.0,robot,6.0,False,False,robot_stimuli\R_Torso_Y_Back.mp4,12.0,,,,,,,,,0.0,794.0,794.0,794.0,,,,,,,,,,,,,1497.1559254999993,1498.2360921,,,,,,,1501.867462999999,1501.867462999999,1501.867462999999,1501.867462999999,1501.867462999999,1501.867462999999,1501.867462999999,1501.867462999999,None,None,None,,,,,,,,,,,1497.1559254999993,1497.1559254999993,None,,,1498.2360921,,c,1497.1559254999993,1497.1559254999993,2.6977336999989348,1498.2360921,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_Z_For,False,2.0,robot,6.0,False,False,robot_stimuli\R_Head_Z_For.mp4,12.0,,,,,,,,,0.0,795.0,795.0,795.0,,,,,,,,,,,,,1501.867462999999,1502.9550702000015,,,,,,,1506.6050829999986,1506.6050829999986,1506.6050829999986,1506.6050829999986,1506.6050829999986,1506.6050829999986,1506.6050829999986,1506.6050829999986,None,None,None,,,,,,,,,,,1501.867462999999,1501.867462999999,None,,,1502.9550702000015,,n,1501.867462999999,1501.867462999999,0.8669305999974313,1502.9550702000015,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_For,False,2.0,robot,6.0,False,False,robot_stimuli\L_Head_Z_For.mp4,12.0,,,,,,,,,0.0,796.0,796.0,796.0,,,,,,,,,,,,,1506.6050829999986,1507.6854604,,,,,,,1511.3252807999995,1511.3252807999995,1511.3252807999995,1511.3252807999995,1511.3252807999995,1511.3252807999995,1511.3252807999995,1511.3252807999995,None,None,None,,,,,,,,,,,1506.6050829999986,1506.6050829999986,None,,,1507.6854604,,n,1506.6050829999986,1506.6050829999986,1.2959365000024263,1507.6854604,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Z_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Base_Z_Back.mp4,12.0,,,,,,,,,0.0,797.0,797.0,797.0,,,,,,,,,,,,,1511.3252807999995,1512.4046791,,,,,,,1516.0543426000004,1516.0543426000004,1516.0543426000004,1516.0543426000004,1516.0543426000004,1516.0543426000004,1516.0543426000004,1516.0543426000004,None,None,None,,,,,,,,,,,1511.3252807999995,1511.3252807999995,None,,,1512.4046791,,n,1511.3252807999995,1511.3252807999995,1.7930697000010696,1512.4046791,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Z_Back,False,2.0,robot,6.0,False,False,robot_stimuli\L_Arm_Z_Back.mp4,12.0,,,,,,,,,0.0,798.0,798.0,798.0,,,,,,,,,,,,,1516.0543426000004,1517.1388153000007,,,,,,,1520.7889604999982,1520.7889604999982,1520.7889604999982,1520.7889604999982,1520.7889604999982,1520.7889604999982,1520.7889604999982,1520.7889604999982,None,None,None,,,,,,,,,,,1516.0543426000004,1516.0543426000004,None,,,1517.1388153000007,,n,1516.0543426000004,1516.0543426000004,1.1551417000009678,1517.1388153000007,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_Back,False,2.0,robot,6.0,False,True,robot_stimuli\L_Head_Z_Back.mp4,12.0,,,,,,,,,0.0,799.0,799.0,799.0,,,,,,,,,,,,,1520.7889604999982,1521.8721817000005,,,,,,,1525.5533094999992,1528.7528128999984,1525.5533094999992,1528.7528128999984,1525.5533094999992,1528.7528128999984,1525.5533094999992,1528.7528128999984,64.87654320987654,2.909386999999697,space,,,,3.15648869999859,,,,,,,1520.7889604999982,1520.7889604999982,None,,,1521.8721817000005,,n,1520.7889604999982,1520.7889604999982,2.348805199999333,1521.8721817000005,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Y_Back,False,1.0,robot,6.0,True,False,robot_stimuli\L_Base_Y_Back.mp4,12.0,,,,,,,,,0.0,800.0,800.0,800.0,,,,,,,,,,,,,1529.9594068000006,1531.0369904,,,,,,,1534.6099160999984,1534.6099160999984,1534.6099160999984,1534.6099160999984,1534.6099160999984,1534.6099160999984,1534.6099160999984,1534.6099160999984,None,None,None,,,,,,,,,,,1528.7528128999984,1528.7528128999984,space,1.1884272999996028,,1531.0369904,,n,,,1.8807751999993343,1531.0369904,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_Back,False,1.0,robot,6.0,False,False,robot_stimuli\L_Head_Z_Back.mp4,12.0,,,,,,,,,0.0,801.0,801.0,801.0,,,,,,,,,,,,,1534.6099160999984,1535.6880840999984,,,,,,,1539.3197580999986,1539.3197580999986,1539.3197580999986,1539.3197580999986,1539.3197580999986,1539.3197580999986,1539.3197580999986,1539.3197580999986,None,None,None,,,,,,,,,,,1534.6099160999984,1534.6099160999984,None,,,1535.6880840999984,,n,1534.6099160999984,1534.6099160999984,1.133213600001909,1535.6880840999984,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_X_For,False,1.0,robot,6.0,False,False,robot_stimuli\R_Torso_X_For.mp4,12.0,,,,,,,,,0.0,802.0,802.0,802.0,,,,,,,,,,,,,1539.3197580999986,1540.4202121999988,,,,,,,1544.059230499999,1544.059230499999,1544.059230499999,1544.059230499999,1544.059230499999,1544.059230499999,1544.059230499999,1544.059230499999,None,None,None,,,,,,,,,,,1539.3197580999986,1539.3197580999986,None,,,1540.4202121999988,,n,1539.3197580999986,1539.3197580999986,1.321644899999228,1540.4202121999988,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Y_Back,False,1.0,robot,6.0,False,False,robot_stimuli\L_Head_Y_Back.mp4,12.0,,,,,,,,,0.0,803.0,803.0,803.0,,,,,,,,,,,,,1544.059230499999,1545.1373711999986,,,,,,,1548.7758175999988,1548.7758175999988,1548.7758175999988,1548.7758175999988,1548.7758175999988,1548.7758175999988,1548.7758175999988,1548.7758175999988,None,None,None,,,,,,,,,,,1544.059230499999,1544.059230499999,None,,,1545.1373711999986,,n,1544.059230499999,1544.059230499999,0.8763335000003281,1545.1373711999986,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Y_Back,True,1.0,robot,6.0,False,False,robot_stimuli\L_Head_Y_Back.mp4,12.0,,,,,,,,,0.0,804.0,804.0,804.0,,,,,,,,,,,,,1548.7758175999988,1549.8495608999983,,,,,,,1553.4885665000002,1553.4885665000002,1553.4885665000002,1553.4885665000002,1553.4885665000002,1553.4885665000002,1553.4885665000002,1553.4885665000002,None,None,None,,,,,,,,,,,1548.7758175999988,1548.7758175999988,None,,,1549.8495608999983,,c,1548.7758175999988,1548.7758175999988,2.108605500001431,1549.8495608999983,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Y_For,False,1.0,robot,6.0,False,False,robot_stimuli\L_Head_Y_For.mp4,12.0,,,,,,,,,0.0,805.0,805.0,805.0,,,,,,,,,,,,,1553.4885665000002,1554.5727369000017,,,,,,,1558.2258081,1558.2258081,1558.2258081,1558.2258081,1558.2258081,1558.2258081,1558.2258081,1558.2258081,None,None,None,,,,,,,,,,,1553.4885665000002,1553.4885665000002,None,,,1554.5727369000017,,n,1553.4885665000002,1553.4885665000002,1.2814354999973148,1554.5727369000017,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
